"Trade Association ID","Sector Grouping","Association Name","Website Link","Sectors","Brief Description"
"TRADE_ASSOCIATION_0716","Technology and Advanced Manufacturing","The Institute of Engineering and Technology (IET)","https://www.theiet.org/","Electronics and IT Hardware","The Institute of Engineering and Technology (IET) is one of the world’s leading professional societies for the engineering and technology community."
"TRADE_ASSOCIATION_0717","Technology and Advanced Manufacturing","The IOM3 Packaging Group","https://www.iom3.org/group/packaging-group.html","Packaging","The IOM3 Packaging Group provides people with knowledge information and best practices on all aspects of packaging materials and technologies enabling considered choices good design and more sustainable packaging. The group helps provide"
"TRADE_ASSOCIATION_0718","Technology and Advanced Manufacturing","The Marine Society (MS)","https://www.marine-society.org/","Marine","The Marine Society is the world’s oldest public maritime charitable organisation. It provides a range of services for seafarers to enhance learning well-being and to facilitate professional development."
"TRADE_ASSOCIATION_0719","Technology and Advanced Manufacturing","The Mining Association of the United Kingdom (MAUK)","https://mauk.org.uk/","Mining","The Mining Association of the United Kingdom (MAUK) was founded in August 1946 as the British Overseas Mining Association. Today MAUK members are the non-energy industrial mineral underground companies. The issues centre around Environment"
"TRADE_ASSOCIATION_0720","Technology and Advanced Manufacturing","The Packaging Federation","http://www.packagingfedn.co.uk/","Packaging","The Packaging Federation is the ‘over-arching’ trade association for the UK Packaging Manufacturing Industry. It is a unique representative body for companies and organisations in the UK packaging manufacturing sector and associated activ"
"TRADE_ASSOCIATION_0721","Technology and Advanced Manufacturing","The Science and Technology Facillities Council (STFC)","https://stfc.ukri.org/","Aerospace","The Science and Technology Facilities Council (STFC) works to keep the UK at the forefront of international science and tackle some of the most significant challenges facing society such as meeting future energy needs monitoring and unders"
"TRADE_ASSOCIATION_0722","Technology and Advanced Manufacturing","The Society for the study of Artificial Intelligence and Simulation of Behaviour (AISB)","https://aisb.org.uk/","Artificial Intelligence","The Society for the Study of Artificial Intelligence and Simulation of Behaviour (AISB) is the largest Artificial Intelligence society in the United Kingdom. AISB is a thriving learned society which invites membership from people with a ser"
"TRADE_ASSOCIATION_0723","Technology and Advanced Manufacturing","The Textile Institute","https://www.textileinstitute.org/","Advanced Materials & Metals","The Textile Institute is the professional body for people and organisations working in the textile clothing and footwear associated industries worldwide. The mission of The Textile Institute is to promote professionalism in all areas assoc"
"TRADE_ASSOCIATION_0724","Technology and Advanced Manufacturing","The UK and Ireland Photonics Society","https://photonics-ukireland.org/","Electronics and IT Hardware","The UK and Ireland Photonics Society is a chapter of the Photonics Society of the IEEE whose field of interest is in lasers optical and photonic devices optical fibres and associated lightwave technology and their systems and applicatio"
"TRADE_ASSOCIATION_0725","Technology and Advanced Manufacturing","TIGA","https://tiga.org/","Technology","TIGA (The Independent Game Developers’ Association) is the non-profit trade association representing the UK’s games industry. Their members include independent games developers in-house publisher-owned developers outsourcing companies te"
"TRADE_ASSOCIATION_0726","Technology and Advanced Manufacturing","Tyre Industry Federation","https://tyreindustryfederation.co.uk/","Automotive","The Tyre Industry Federation provides a common platform for Trade Associations representing members active in the whole tyre lifecycle from manufacture to end of life reprocessing."
"TRADE_ASSOCIATION_0727","Technology and Advanced Manufacturing","UK5G","https://uk5g.org/","Technology","UK5G is the national innovation network dedicated to the promotion of research collaboration and the industrial application of 5G in the UK. Its mission is to ensure that the UK is at the forefront of global 5G development."
"TRADE_ASSOCIATION_0728","Technology and Advanced Manufacturing","UK BlackTech","https://ukblacktech.com/","Technology","UKBlackTech supports promotes represents and encourages the continued growth of diverse innovators and tech innovation across the UK. The organisation works with institutions industry local businesses and communities to solve these chal"
"TRADE_ASSOCIATION_0729","Technology and Advanced Manufacturing","UKFT","https://www.ukft.org/","Advanced Materials & Metals","The UK Fashion & Textile Association (UKFT) is the largest network for fashion and textile companies in the UK bringing together designers manufacturers suppliers agents and retailers to promote their businesses and the industry. UKFT’s"
"TRADE_ASSOCIATION_0730","Technology and Advanced Manufacturing","UK Industrial Vision Association (UKIVA)","https://www.ppma.co.uk/ukiva.html","Robotics","The primary objective of the UK Industrial Vision Association is to promote the use of image processing technology by manufacturing industry in the UK. One of the most important ways in which this is done is to provide information about all"
"TRADE_ASSOCIATION_0731","Technology and Advanced Manufacturing","UK Major Ports Group","https://ukmajorports.org.uk/","Transport","The UK Major Ports Group is the trade association for the UK's largest and most ambitious port operators. Formed in 1993 the UK Major Ports Group represents nine of the top ten port operators in UK. 95% of the UK’s physical trade with the"
"TRADE_ASSOCIATION_0732","Technology and Advanced Manufacturing","UK Metals Council","https://www.ukmetalscouncil.org/","Advanced Materials & Metals","The UK Metals Council UKMC represents the UK metals sector to government. The aim of the UKMC is to enhance the profile of the UK metals sector and to support the development of policy for the sector as a  UK Government recognised Sector"
